ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002594.SZ,20260520,95.3,95.49,93.3,93.36,96.0,-2.64,-2.75,415009.93,3900216.299
002594.SZ,20260521,93.41,96.2,93.41,93.51,93.36,0.15,0.1607,373949.74,3540792.199
002594.SZ,20260522,93.55,94.19,92.61,93.75,93.51,0.24,0.2567,268591.77,2510615.944
002594.SZ,20260525,95.0,97.21,95.0,95.96,93.75,2.21,2.3573,405995.16,3900848.662
002594.SZ,20260526,95.8,96.92,94.51,96.55,95.96,0.59,0.6148,386524.35,3720039.551
002594.SZ,20260527,96.0,97.27,94.66,95.22,96.55,-1.33,-1.3775,362373.56,3467882.77
002594.SZ,20260528,95.22,95.99,94.03,95.88,95.22,0.66,0.6931,314589.76,2991315.17
002594.SZ,20260529,98.9,99.5,96.13,96.18,95.88,0.3,0.3129,606293.93,5901286.621
002594.SZ,20260601,96.18,96.22,93.6,93.65,96.18,-2.53,-2.6305,445980.76,4207350.43
002594.SZ,20260602,96.0,96.88,94.31,96.76,93.65,3.11,3.3209,554964.17,5321331.038
002594.SZ,20260603,96.0,96.0,94.5,94.82,96.76,-1.94,-2.005,370433.74,3514157.745
002594.SZ,20260604,93.6,94.39,93.1,93.44,94.82,-1.38,-1.4554,318711.74,2982999.607
002594.SZ,20260605,93.52,94.0,92.3,93.01,93.44,-0.43,-0.4602,339968.97,3159266.076
002594.SZ,20260608,91.0,92.02,90.3,91.19,93.01,-1.82,-1.9568,316843.95,2885879.183
002594.SZ,20260609,91.22,91.92,90.03,91.89,91.19,0.7,0.7676,281926.95,2562232.96109
002594.SZ,20260610,91.0,91.0,90.1,90.31,91.89,-1.58,-1.7194,241286.6,2182297.13741
002594.SZ,20260611,90.1,90.8,88.88,89.8,90.31,-0.51,-0.5647,315087.34,2821436.89548
002594.SZ,20260612,89.9,91.78,89.25,91.6,89.8,1.8,2.0045,385351.78,3497028.50468
002594.SZ,20260615,91.61,91.9,90.4,90.82,91.6,-0.78,-0.8515,312979.08,2847656.61685
002594.SZ,20260616,90.35,90.5,89.5,89.64,90.82,-1.18,-1.2993,336018.68,3017362.61274
002594.SZ,20260617,89.0,89.3,87.0,87.47,89.64,-2.17,-2.4208,495267.11,4335318.6677
002594.SZ,20260618,87.0,89.33,86.08,88.13,87.47,0.66,0.7545,435789.76,3820166.90992
002594.SZ,20260622,87.0,87.9,84.6,87.59,88.13,-0.54,-0.6127,637242.2,5467321.88639
002594.SZ,20260623,86.91,88.32,84.75,85.0,87.59,-2.59,-2.957,466216.68,4016365.83408
002594.SZ,20260624,84.5,84.7,82.78,83.3,85.0,-1.7,-2.0,455735.3,3803649.80554
002594.SZ,20260625,82.8,83.81,81.34,82.2,83.3,-1.1,-1.3205,556432.08,4579273.3254
002594.SZ,20260626,81.51,81.8,78.2,78.2,82.2,-4.0,-4.8662,663208.02,5267490.27775
002594.SZ,20260629,78.2,80.95,77.6,79.64,78.2,1.44,1.8414,523707.29,4160734.87256
002594.SZ,20260630,79.58,80.55,78.58,79.7,79.64,0.06,0.0753,382043.09,3031865.04919
002594.SZ,20260701,79.9,81.65,78.55,80.66,79.7,0.96,1.2045,503176.61,4035250.99665
002594.SZ,20260702,81.9,85.67,81.9,83.57,80.66,2.91,3.6077,825046.21,6956783.9553
002594.SZ,20260703,83.73,88.88,83.6,88.47,83.57,4.9,5.8633,838981.62,7298140.28407
